gene	PDUI_prenatal	PDUI_postnatal	category	pvalue
CON_141	0.15296519138696593	0.4380115703584747	CONSISTENT_GAIN	0.23563674652657743
CON_142	0.23654398241459873	0.6506120478900455	CONSISTENT_GAIN	0.6032278839449297
CON_143	0.25566280337486375	0.558274344273189	CONSISTENT_GAIN	0.9571018554423618
CON_144	0.3439976043324204	0.7664406999406316	CONSISTENT_GAIN	0.8894117763473799
CON_145	0.09706498325048002	0.6382096803300725	CONSISTENT_GAIN	0.5045070126336374
CON_146	0.23094574370000778	0.5815836118847666	CONSISTENT_GAIN	0.37783556216303693
CON_147	0.1799121213331039	0.5724362517537941	CONSISTENT_GAIN	0.3957326889455797
CON_148	0.36413519886396095	0.36795430324482326	CONSISTENT_GAIN	0.8062155066545982
CON_149	0.34538071032110873	0.5851066084690395	CONSISTENT_GAIN	0.6505955981094119
CON_150	0.1455749286753451	0.5756104156346009	CONSISTENT_GAIN	0.041264495575044434
CON_151	0.37383630980722565	0.6061700753863126	CONSISTENT_GAIN	0.07564507621921444
CON_152	0.29214663945264885	0.5771642684658862	CONSISTENT_GAIN	0.48135477898044443
CON_153	0.4189766253319047	0.7713970545254569	CONSISTENT_GAIN	0.5323223731109918
CON_154	0.2030798746391533	0.5677285655886366	CONSISTENT_GAIN	0.960608137280784
CON_155	0.3885666960258235	0.49873121112011953	CONSISTENT_GAIN	0.14107280620984386
CON_156	0.42974774990940645	0.40023446931256434	CONSISTENT_GAIN	0.807686197764056
CON_157	0.31033827018179183	0.5464895009900017	CONSISTENT_GAIN	0.8954950435620862
CON_158	0.6146761248711102	0.47435560551200395	CONSISTENT_GAIN	0.3776264708190626
CON_159	0.3737215740501094	0.44424931714023713	CONSISTENT_GAIN	0.16180062548962293
CON_160	0.5644206694918832	0.5625896090472472	CONSISTENT_GAIN	0.24631315742650636
CON_161	0.6782774138820726	0.7365943519846948	CONSISTENT_GAIN	0.6627835408696297
CON_162	0.04906625372480472	0.712202840315541	CONSISTENT_GAIN	0.06979019638744138
CON_163	0.47274804052458724	0.4461606769428498	CONSISTENT_GAIN	0.8855987218515975
CON_164	0.3774510258082453	0.6044025256317019	CONSISTENT_GAIN	0.7566114107949838
CON_165	0.336510656397655	0.6507766948099563	CONSISTENT_GAIN	0.794449636664022
CON_166	0.20087105499789135	0.6701629280383612	CONSISTENT_GAIN	0.7403233640536155
CON_167	0.16630407657032192	0.7924395531976618	CONSISTENT_GAIN	0.12869990331427744
CON_168	0.14202938020757125	0.459638724911821	CONSISTENT_GAIN	0.7308920971165199
CON_169	0.633494735246519	0.49370104217430705	CONSISTENT_GAIN	0.5991899866187849
CON_170	0.3731073985166324	0.5204871728779966	CONSISTENT_GAIN	0.050965613205966064
CON_171	0.09612333781569671	0.6439628065075763	CONSISTENT_GAIN	0.28463748459731025
CON_172	0.14210777608672387	0.27337849310951035	CONSISTENT_GAIN	0.4231002935831608
CON_173	-0.003767734772611997	0.5725600731022958	CONSISTENT_GAIN	0.5429079461886837
CON_174	0.47865906878710573	0.3861128310047308	CONSISTENT_GAIN	0.1805276293871191
CON_175	0.30679294064152474	0.5997207563503565	CONSISTENT_GAIN	0.527225879560391
CON_176	0.37637680858393247	0.8484094804242559	CONSISTENT_GAIN	0.9575996880592897
CON_177	0.3003648069969724	0.7081204290206715	CONSISTENT_GAIN	0.35462375139114816
CON_178	0.44217043482600255	0.4528523025522503	CONSISTENT_GAIN	0.15147651131186501
CON_179	0.24047275914246963	0.5497638473568697	CONSISTENT_GAIN	0.4687187472802105
CON_180	0.34431656994021864	0.49322606783644757	CONSISTENT_GAIN	0.45058110671393276
CON_181	0.3411074729152641	0.7553486156005562	CONSISTENT_GAIN	0.9171931701768758
CON_182	0.12595539079573578	0.3357825061644015	CONSISTENT_GAIN	0.4623564331824586
CON_183	0.19154439069112578	0.5472922484351436	CONSISTENT_GAIN	0.2433265993021387
CON_184	0.25456471405729736	0.5164133621853156	CONSISTENT_GAIN	0.22448203687168938
CON_185	0.34814991173027077	0.4592152685299574	CONSISTENT_GAIN	0.034551386732801205
CON_186	0.5082635028293261	0.7990243223763562	CONSISTENT_GAIN	0.7413902511644375
CON_187	0.3173606050503362	0.41205882969875207	CONSISTENT_GAIN	0.26781599316939386
CON_188	0.28684274764443835	0.45668636160241116	CONSISTENT_GAIN	0.7879487863496304
CON_189	0.34649630522688357	0.7914639561406992	CONSISTENT_GAIN	0.5503231455044031
CON_190	0.2764401509418053	0.588049234030852	CONSISTENT_GAIN	0.7116465346993037
CON_191	0.2965945006772584	0.5789388476312114	CONSISTENT_GAIN	0.20318092877127422
CON_192	0.5273862914024032	0.5249586175070523	CONSISTENT_GAIN	0.1549991830092108
CON_193	0.26654029684578695	0.5997380861974491	CONSISTENT_GAIN	0.4181523960043748
CON_194	0.33929120006539104	0.5485006577281213	CONSISTENT_GAIN	0.35678298217451593
CON_195	0.20325656310888301	0.5118461132807037	CONSISTENT_GAIN	0.5061462796847659
CON_196	0.4891263419890095	0.43182985755948317	CONSISTENT_GAIN	0.7482972022921838
CON_197	0.16329052448761558	0.6048300502482233	CONSISTENT_GAIN	0.9088492225953226
CON_198	0.2892171772479846	0.5283541996282702	CONSISTENT_GAIN	0.5943101607064103
CON_199	0.4473747865129714	0.5437048284230435	CONSISTENT_GAIN	0.2258613666501769
CON_200	0.17010223578751918	0.679159703064083	CONSISTENT_GAIN	0.2954128018353811
CON_201	0.4301823559875635	0.5393140318429983	CONSISTENT_GAIN	0.905652721485986
CON_202	-0.007362226313563813	0.5868119131257462	CONSISTENT_GAIN	0.20963722473087593
CON_203	0.13620997338028748	0.8008433904178923	CONSISTENT_GAIN	0.09492629455361655
CON_204	0.28587183847266207	0.6460365167121125	CONSISTENT_GAIN	0.921160743382749
CON_205	0.6614460771906729	0.5352290503367959	CONSISTENT_GAIN	0.026664782457552043
CON_206	0.3218203168510598	0.4683415056682045	CONSISTENT_GAIN	0.7489071900449804
CON_207	0.32501536092317995	0.5840850900202509	CONSISTENT_GAIN	0.14560595901661819
CON_208	0.4721587032463974	0.6945256633032003	CONSISTENT_GAIN	0.6663716878188426
CON_209	0.13704718195912038	0.5291874201994989	CONSISTENT_GAIN	0.18643740888337346
CON_210	-0.15499838093428014	0.5948028481857539	CONSISTENT_GAIN	0.8971493336134306
CON_211	0.5600777623051163	0.5261299739595693	CONSISTENT_GAIN	0.04986684078177715
CON_212	0.39069874560992934	0.5510717349945188	CONSISTENT_GAIN	0.3044951998937453
CON_213	0.23320884208765597	0.446715081548116	CONSISTENT_GAIN	0.7830358531426381
CON_214	0.30860373302265665	0.6252469739925763	CONSISTENT_GAIN	0.5673166694374036
CON_215	0.4578203922626816	0.6100425092432865	CONSISTENT_GAIN	0.42187428281633005
CON_216	0.2806101449449096	0.769684502221851	CONSISTENT_GAIN	0.4355376128497848
CON_217	0.3217329285366588	0.6052007623388849	CONSISTENT_GAIN	0.5023175820705033
CON_218	0.605300469006004	0.5066360451187452	CONSISTENT_GAIN	0.9948742079075739
CON_219	0.11346711578627874	0.7664222968757161	CONSISTENT_GAIN	0.6736498643105603
CON_220	0.3775817642928793	0.6358592005782786	CONSISTENT_GAIN	0.4870602007663112
CON_221	0.11669743378676412	0.6148206393198957	CONSISTENT_GAIN	0.3218498538021785
CON_222	0.5344826210376117	0.5903878639702774	CONSISTENT_GAIN	0.503803371394927
CON_223	0.34396591797523574	0.6102032995386957	CONSISTENT_GAIN	0.9226158958458617
CON_224	0.19697588968322643	0.48818152969377204	CONSISTENT_GAIN	0.2189721377922243
CON_225	0.07491408750332579	0.581641750778086	CONSISTENT_GAIN	0.3454792857759058
CON_226	0.24747088776629347	0.5651350142071836	CONSISTENT_GAIN	0.06499592067734192
CON_227	0.32784415381037757	0.6342561390506016	CONSISTENT_GAIN	0.6292307464594757
CON_228	0.47376466717582777	0.7254316153550815	CONSISTENT_GAIN	0.7670170263547559
CON_229	0.13595829724954625	0.7073769603107583	CONSISTENT_GAIN	0.6320260290105498
CON_230	0.17630685644879265	0.6528024587930621	CONSISTENT_GAIN	0.8118356895621565
CON_231	0.22544424007602826	0.38463452831489053	CONSISTENT_GAIN	0.7707485393594572
CON_232	0.18372220775767584	0.5392751881460732	CONSISTENT_GAIN	0.972465903758241
CON_233	0.22281701319689293	0.37281306108700163	CONSISTENT_GAIN	0.4524400792522002
CON_234	0.1582242057062878	0.7213147889816984	CONSISTENT_GAIN	0.0840703208512249
CON_235	0.36257095601700845	0.5770066268601012	CONSISTENT_GAIN	0.5353966339112123
CON_236	0.22755919538149	0.5737982429463279	CONSISTENT_GAIN	0.7710120740842885
CON_237	0.3016210777302805	0.5091791335188265	CONSISTENT_GAIN	0.40695253179043905
CON_238	0.34564563431089707	0.7431508314685813	CONSISTENT_GAIN	0.4492324017013915
CON_239	0.09308916894318064	0.6036709185804302	CONSISTENT_GAIN	0.737357826931001
CON_240	0.3890439510880522	0.5777522736413797	CONSISTENT_GAIN	0.016840380691037823
CON_241	0.3314180425550043	0.6065101733890912	CONSISTENT_GAIN	0.6572813361509581
CON_242	0.3315728831088482	0.6157207217225088	CONSISTENT_GAIN	0.7072098857442137
CON_243	0.280004249244176	0.5753157251674518	CONSISTENT_GAIN	0.9706698800516352
CON_244	0.2595633303119143	0.7429933424085269	CONSISTENT_GAIN	0.7299484044747093
CON_245	0.3080712228133	0.7417605649756971	CONSISTENT_GAIN	0.1308872892299782
CON_246	0.3143555403130063	0.6027538077064353	CONSISTENT_GAIN	0.4983030083866427
CON_247	0.12297305094589225	0.49816163559318105	CONSISTENT_GAIN	0.4059454741054711
CON_248	0.5362949214098213	0.6307253498509352	CONSISTENT_GAIN	0.4009315227127366
CON_249	0.19563603055707324	0.5200686556920942	CONSISTENT_GAIN	0.7850905238080431
CON_250	0.3100060808535248	0.7627425737154591	CONSISTENT_GAIN	0.5811039918376854
CON_251	0.4747805030441611	0.7800026974885801	CONSISTENT_GAIN	0.7308744626233873
CON_252	0.24873331846356667	0.6779808735157926	CONSISTENT_GAIN	0.7457968585483475
CON_253	0.33554625073220445	0.45228097809593204	CONSISTENT_GAIN	0.6883374301325633
CON_254	-0.028685279048661805	0.5356530957946554	CONSISTENT_GAIN	0.7577704094891392
CON_255	0.0027293226283575667	0.567529977881729	CONSISTENT_GAIN	0.21856053104139275
CON_256	0.2961623898351752	0.4907186735884057	CONSISTENT_GAIN	0.09871216064343534
CON_257	0.3284200663858569	0.555259548394605	CONSISTENT_GAIN	0.1612586246626814
CON_258	0.4659189348418531	0.6195491553130089	CONSISTENT_GAIN	0.8087513170130727
CON_259	0.4201736421148691	0.6549093839968041	CONSISTENT_GAIN	0.9560632493972986
CON_260	0.06119279138353714	0.7462017564822161	CONSISTENT_GAIN	0.9368278494216901
CON_261	0.4902399204428366	0.5890872446373295	CONSISTENT_GAIN	0.012836392754901551
CON_262	0.1214152149806785	0.5556894996989985	CONSISTENT_GAIN	0.9950715009547966
CON_263	0.4294170401078416	0.43714233424699833	CONSISTENT_GAIN	0.8865299899999192
CON_264	0.23224315347857988	0.633407830173134	CONSISTENT_GAIN	0.19884945745246876
CON_265	0.707369689757092	0.5374174589208737	CONSISTENT_GAIN	0.5574017638577164
CON_266	0.21144764986301523	0.5667536202274727	CONSISTENT_GAIN	0.9846112869642751
CON_267	0.28889542796609413	0.523914827748168	CONSISTENT_GAIN	0.47099326893426763
CON_268	0.3237454627169321	0.5273114814032303	CONSISTENT_GAIN	0.9534418813115322
CON_269	0.26362276003902546	0.6779820493211292	CONSISTENT_GAIN	0.543811936542532
CON_270	0.15042477718166772	0.5850401017747959	CONSISTENT_GAIN	0.3443632311051731
CON_271	0.6306153390068748	0.7793202628532995	CONSISTENT_GAIN	0.16052925845654398
CON_272	0.2084003384200603	0.4577221826872749	CONSISTENT_GAIN	0.10407573861812622
CON_273	0.2030259502471337	0.7419503204437885	CONSISTENT_GAIN	0.7066856816828723
CON_274	0.28359011336060885	0.5327286908916673	CONSISTENT_GAIN	0.3275777816648443
CON_275	0.32898733639273686	0.5852748314979974	CONSISTENT_GAIN	0.40773249351236296
CON_276	0.19727079541708653	0.6512420555890609	CONSISTENT_GAIN	0.9372085962194924
CON_277	0.4430233673084125	0.7151004570741168	CONSISTENT_GAIN	0.19984670049921105
CON_278	0.32290906130794444	0.7198294834709432	CONSISTENT_GAIN	0.3732749806928294
CON_279	0.30301438958515875	0.7175006233310508	CONSISTENT_GAIN	0.909565138199239
CON_280	0.38371471518922323	0.5669850040498344	CONSISTENT_GAIN	0.9405950656263397
CON_281	0.17271012984616407	0.8094893993268604	CONSISTENT_GAIN	0.8027514366722558
CON_282	0.21224478343055464	0.6657661239624738	CONSISTENT_GAIN	0.3831452447783537
CON_283	0.29669275770614884	0.2388584447045755	CONSISTENT_GAIN	0.12545837152877984
CON_284	0.4394881850344595	0.5990967317651007	CONSISTENT_GAIN	0.789409658147409
CON_285	0.2634179564721824	0.5494084188798228	CONSISTENT_GAIN	0.8390380413340501
CON_286	0.25243498775106454	0.5575645835491227	CONSISTENT_GAIN	0.7148442372546101
CON_287	-0.016261237625055103	0.671554201634629	CONSISTENT_GAIN	0.3373913493197801
CON_288	0.19597250471835895	0.6320122012553178	CONSISTENT_GAIN	0.652426015539779
CON_289	0.052418192616316445	0.5140393689838276	CONSISTENT_GAIN	0.7022719350726944
CON_290	0.08977991578792774	0.7755629904302856	CONSISTENT_GAIN	0.8874304844799387
CON_291	0.3548656195662071	0.44098785564593157	CONSISTENT_GAIN	0.13915397347493555
CON_292	0.7978283318985504	0.4328828933189472	CONSISTENT_GAIN	0.2638249585995552
CON_293	0.3291350148844561	0.4648716786829542	CONSISTENT_GAIN	0.4036985567136188
CON_294	0.34991324630597165	0.648514803299272	CONSISTENT_GAIN	0.8116502818640358
CON_295	0.1859242399115053	0.6392870892236343	CONSISTENT_GAIN	0.8937012495567903
CON_296	0.14273999783819327	0.49771926980123965	CONSISTENT_GAIN	0.2784137968823901
CON_297	0.608421340656724	0.5237778965664931	CONSISTENT_GAIN	0.5041439569707716
CON_298	0.17919445712335502	0.5947089939121882	CONSISTENT_GAIN	0.6077123724514158
CON_299	1.79499477794276e-05	0.46698035807420485	CONSISTENT_GAIN	0.16546773977751228
CON_300	0.33683371190547945	0.6910377222312664	CONSISTENT_GAIN	0.7923754614619286
CON_301	0.2355352904094366	0.7831532647508226	CONSISTENT_GAIN	0.4709014999220949
CON_302	0.3893780868355053	0.5738979546490475	CONSISTENT_GAIN	0.8946792314641552
CON_303	0.5351433355827675	0.6368099296830689	CONSISTENT_GAIN	0.5483453724652426
CON_304	0.3553494515444061	0.6082329773913246	CONSISTENT_GAIN	0.8330628246970382
CON_305	0.33403745240528127	0.7593146556587181	CONSISTENT_GAIN	0.04908935600723432
CON_306	0.39894247684882944	0.8281292508235578	CONSISTENT_GAIN	0.4388602155258644
CON_307	0.7057055252247436	0.5523098776007308	CONSISTENT_GAIN	0.41914030486400367
CON_308	0.6417756427735481	0.5991075225520432	CONSISTENT_GAIN	0.193937620064407
CON_309	0.2526057715450092	0.6982150534037702	CONSISTENT_GAIN	0.5616375594087727
CON_310	0.44247027852301024	0.6366282241054739	CONSISTENT_GAIN	0.7505025660461241
